Test ACC,Test F1,Test AUC,epoch,adj_parameter,repeat_idx
0.5188679245283019,0.6832298136645962,0.12762923351158648,0,1,0
0.5471698113207547,0.6842105263157895,0.7197860962566844,50,1,0
0.7830188679245284,0.8099173553719008,0.8666666666666667,100,1,0
0.8113207547169812,0.8214285714285714,0.8948306595365418,150,1,0
0.8113207547169812,0.8214285714285714,0.8823529411764707,200,1,0
0.7641509433962265,0.782608695652174,0.875222816399287,250,1,0
0.7924528301886793,0.7924528301886793,0.8762923351158646,300,1,0
0.7830188679245284,0.7889908256880734,0.8695187165775401,350,1,0
0.7830188679245284,0.8067226890756303,0.8684491978609625,400,1,0
0.8207547169811321,0.8376068376068376,0.8909090909090909,450,1,0
0.8113207547169812,0.8214285714285714,0.8816399286987521,500,1,0
0.8018867924528302,0.8,0.8737967914438501,550,1,0
0.7924528301886793,0.7755102040816326,0.8680926916221033,600,1,0
0.8113207547169812,0.8148148148148148,0.867379679144385,650,1,0
0.8207547169811321,0.822429906542056,0.879500891265597,700,1,0
0.8018867924528302,0.8141592920353983,0.8730837789661319,750,1,0
0.7924528301886793,0.8,0.8631016042780748,800,1,0
0.8113207547169812,0.8181818181818182,0.879144385026738,850,1,0
0.8113207547169812,0.8076923076923077,0.8616755793226382,900,1,0
0.8113207547169812,0.8148148148148148,0.8666666666666666,950,1,0
0.7924528301886793,0.7962962962962963,0.8691622103386809,1000,1,0
0.839622641509434,0.8411214953271028,0.8577540106951872,1050,1,0
0.8113207547169812,0.8148148148148148,0.8702317290552585,1100,1,0
0.8113207547169812,0.8148148148148148,0.8766488413547238,1150,1,0
0.7924528301886793,0.8,0.8716577540106952,1200,1,0
0.7924528301886793,0.7884615384615384,0.8613190730837789,1250,1,0
0.8301886792452831,0.8363636363636363,0.8812834224598929,1300,1,0
0.8018867924528302,0.8108108108108109,0.8648841354723708,1350,1,0
0.7924528301886793,0.7843137254901961,0.8602495543672014,1400,1,0
0.8018867924528302,0.8073394495412844,0.8716577540106951,1450,1,0
0.8113207547169812,0.8148148148148148,0.8705882352941177,1500,1,0
0.7924528301886793,0.7884615384615384,0.8720142602495542,1550,1,0
0.8018867924528302,0.7961165048543689,0.8741532976827094,1600,1,0
0.8113207547169812,0.8181818181818182,0.8527629233511586,1650,1,0
0.8018867924528302,0.8037383177570093,0.8677361853832443,1700,1,0
0.7924528301886793,0.8035714285714286,0.851693404634581,1750,1,0
0.8113207547169812,0.8181818181818182,0.8705882352941176,1800,1,0
0.8018867924528302,0.8,0.849554367201426,1850,1,0
0.8113207547169812,0.8214285714285714,0.8588235294117647,1900,1,0
0.8301886792452831,0.8269230769230769,0.883422459893048,1950,1,0
0.8207547169811321,0.819047619047619,0.8748663101604278,2000,1,0
0.7830188679245284,0.7889908256880734,0.8663101604278075,2050,1,0
0.7924528301886793,0.8035714285714286,0.863458110516934,2100,1,0
0.839622641509434,0.8380952380952381,0.8666666666666667,2150,1,0
0.839622641509434,0.8247422680412371,0.8716577540106952,2200,1,0
0.8301886792452831,0.8163265306122449,0.8634581105169341,2250,1,0
0.8018867924528302,0.8073394495412844,0.8623885918003565,2300,1,0
0.7924528301886793,0.7924528301886793,0.8641711229946524,2350,1,0
0.7924528301886793,0.8035714285714286,0.8609625668449198,2400,1,0
0.8301886792452831,0.8363636363636363,0.8573975044563279,2450,1,0
0.8301886792452831,0.8333333333333334,0.8784313725490196,2500,1,0
0.24528301886792453,0.16666666666666666,0.21105169340463456,0,1,1
0.6037735849056604,0.6666666666666666,0.6196078431372549,50,1,1
0.7358490566037735,0.7627118644067796,0.7771836007130124,100,1,1
0.7075471698113207,0.7207207207207207,0.7914438502673796,150,1,1
0.7169811320754716,0.7413793103448276,0.8231729055258467,200,1,1
0.7547169811320755,0.7547169811320755,0.8349376114081997,250,1,1
0.7547169811320755,0.7450980392156863,0.8470588235294118,300,1,1
0.7358490566037735,0.7666666666666667,0.8452762923351159,350,1,1
0.7358490566037735,0.7454545454545455,0.8402852049910873,400,1,1
0.7641509433962265,0.782608695652174,0.8748663101604278,450,1,1
0.7547169811320755,0.7636363636363637,0.8563279857397504,500,1,1
0.7547169811320755,0.7678571428571429,0.859536541889483,550,1,1
0.7924528301886793,0.7884615384615384,0.8491978609625668,600,1,1
0.8113207547169812,0.8,0.8488413547237077,650,1,1
0.7735849056603774,0.7777777777777778,0.8438502673796792,700,1,1
0.7641509433962265,0.7663551401869159,0.851693404634581,750,1,1
0.7735849056603774,0.7735849056603774,0.8552584670231729,800,1,1
0.7735849056603774,0.7692307692307693,0.8623885918003565,850,1,1
0.8207547169811321,0.819047619047619,0.8620320855614974,900,1,1
0.8113207547169812,0.8113207547169812,0.861675579322638,950,1,1
0.7924528301886793,0.7843137254901961,0.857397504456328,1000,1,1
0.7830188679245284,0.7722772277227723,0.8524064171122995,1050,1,1
0.7735849056603774,0.7692307692307693,0.8591800356506238,1100,1,1
0.7830188679245284,0.7722772277227723,0.8402852049910874,1150,1,1
0.7547169811320755,0.7636363636363637,0.8406417112299466,1200,1,1
0.7830188679245284,0.7889908256880734,0.8549019607843137,1250,1,1
0.7924528301886793,0.7884615384615384,0.847415329768271,1300,1,1
0.7641509433962265,0.7619047619047619,0.8402852049910874,1350,1,1
0.7924528301886793,0.7843137254901961,0.8713012477718359,1400,1,1
0.8113207547169812,0.7959183673469388,0.8609625668449198,1450,1,1
0.8207547169811321,0.8080808080808081,0.8663101604278074,1500,1,1
0.7924528301886793,0.8,0.8659536541889483,1550,1,1
0.7735849056603774,0.7777777777777778,0.8488413547237076,1600,1,1
0.7830188679245284,0.780952380952381,0.8652406417112299,1650,1,1
0.7924528301886793,0.7884615384615384,0.855258467023173,1700,1,1
0.7735849056603774,0.7818181818181819,0.8452762923351159,1750,1,1
0.7830188679245284,0.7927927927927928,0.8442067736185382,1800,1,1
0.7452830188679245,0.7476635514018691,0.8285204991087345,1850,1,1
