Test ACC,Test F1,Test AUC,epoch,fold_idx,adj_parameter,repeat_idx
0.5094339622641509,0.675,0.5511586452762923,0,0,8,0
0.5188679245283019,0.6832298136645962,0.847415329768271,50,0,8,0
0.6415094339622641,0.7361111111111112,0.8545454545454547,100,0,8,0
0.7264150943396226,0.7786259541984732,0.8541889483065954,150,0,8,0
0.7264150943396226,0.7716535433070866,0.8491978609625669,200,0,8,0
0.7264150943396226,0.7563025210084033,0.8588235294117648,250,0,8,0
0.7547169811320755,0.7678571428571429,0.8602495543672015,300,0,8,0
0.7358490566037735,0.7741935483870968,0.8641711229946524,350,0,8,0
0.7169811320754716,0.7368421052631579,0.84349376114082,400,0,8,0
0.8113207547169812,0.7959183673469388,0.8737967914438503,450,0,8,0
0.7641509433962265,0.782608695652174,0.8737967914438504,500,0,8,0
0.7358490566037735,0.7543859649122807,0.8488413547237077,550,0,8,0
0.7264150943396226,0.7642276422764228,0.8538324420677362,600,0,8,0
0.7547169811320755,0.7636363636363637,0.8313725490196078,650,0,8,0
0.7830188679245284,0.7578947368421053,0.8406417112299466,700,0,8,0
0.7924528301886793,0.78,0.8402852049910874,750,0,8,0
0.7735849056603774,0.7735849056603774,0.8402852049910873,800,0,8,0
0.7641509433962265,0.7252747252747253,0.8481283422459892,850,0,8,0
0.7547169811320755,0.7719298245614035,0.8474153297682709,900,0,8,0
0.7830188679245284,0.8034188034188035,0.8474153297682709,950,0,8,0
0.7547169811320755,0.7111111111111111,0.8652406417112298,1000,0,8,0
0.6981132075471698,0.7142857142857143,0.8106951871657754,1050,0,8,0
0.7547169811320755,0.723404255319149,0.8281639928698752,1100,0,8,0
0.7641509433962265,0.7787610619469026,0.845632798573975,1150,0,8,0
0.8018867924528302,0.7835051546391752,0.8331550802139038,1200,0,8,0
0.7641509433962265,0.782608695652174,0.8531194295900177,1250,0,8,0
0.7075471698113207,0.6352941176470588,0.8374331550802138,1300,0,8,0
0.7169811320754716,0.6511627906976745,0.8235294117647057,1350,0,8,0
0.7735849056603774,0.7391304347826086,0.8488413547237077,1400,0,8,0
0.7358490566037735,0.6956521739130435,0.8459893048128342,1450,0,8,0
0.7924528301886793,0.7755102040816326,0.8495543672014261,1500,0,8,0
0.7264150943396226,0.7070707070707071,0.8160427807486631,1550,0,8,0
0.7452830188679245,0.7522935779816514,0.8210338680926915,1600,0,8,0
0.7264150943396226,0.6666666666666666,0.8124777183600712,1650,0,8,0
0.7452830188679245,0.7692307692307693,0.825668449197861,1700,0,8,0
