Test ACC,Test F1,Test AUC,epoch,fold_idx,adj_parameter,repeat_idx
0.5094339622641509,0.13333333333333333,0.5354723707664885,0,0,3,0
0.6415094339622641,0.7361111111111112,0.7793226381461675,50,0,3,0
0.7075471698113207,0.743801652892562,0.835650623885918,100,0,3,0
0.7924528301886793,0.8035714285714286,0.8734402852049911,150,0,3,0
0.7547169811320755,0.7719298245614035,0.8659536541889483,200,0,3,0
0.7735849056603774,0.8,0.8994652406417113,250,0,3,0
0.7735849056603774,0.7735849056603774,0.8909090909090909,300,0,3,0
0.8207547169811321,0.8155339805825242,0.8934046345811052,350,0,3,0
0.8207547169811321,0.8118811881188119,0.8852049910873441,400,0,3,0
0.8490566037735849,0.8490566037735849,0.906951871657754,450,0,3,0
0.8301886792452831,0.8269230769230769,0.8998217468805705,500,0,3,0
0.8301886792452831,0.8235294117647058,0.8948306595365417,550,0,3,0
0.8113207547169812,0.803921568627451,0.8877005347593582,600,0,3,0
0.8113207547169812,0.8076923076923077,0.8805704099821747,650,0,3,0
0.8207547169811321,0.8155339805825242,0.8880570409982175,700,0,3,0
0.8018867924528302,0.8,0.8862745098039215,750,0,3,0
0.8207547169811321,0.8118811881188119,0.8809269162210338,800,0,3,0
0.7735849056603774,0.7818181818181819,0.8862745098039216,850,0,3,0
0.8207547169811321,0.819047619047619,0.8798573975044562,900,0,3,0
0.7924528301886793,0.7962962962962963,0.8755793226381462,950,0,3,0
0.8018867924528302,0.7961165048543689,0.8684491978609626,1000,0,3,0
0.8018867924528302,0.7835051546391752,0.8652406417112299,1050,0,3,0
0.8113207547169812,0.8076923076923077,0.8695187165775401,1100,0,3,0
0.7924528301886793,0.78,0.8809269162210338,1150,0,3,0
0.7830188679245284,0.7628865979381443,0.8680926916221033,1200,0,3,0
0.7830188679245284,0.7889908256880734,0.8655971479500891,1250,0,3,0
0.8113207547169812,0.803921568627451,0.8773618538324421,1300,0,3,0
0.7924528301886793,0.7843137254901961,0.8673796791443851,1350,0,3,0
0.7924528301886793,0.8,0.8655971479500891,1400,0,3,0
0.8113207547169812,0.8113207547169812,0.861319073083779,1450,0,3,0
0.7924528301886793,0.7708333333333334,0.8620320855614974,1500,0,3,0
0.7641509433962265,0.7663551401869159,0.8506238859180036,1550,0,3,0
0.8113207547169812,0.8076923076923077,0.8623885918003564,1600,0,3,0
0.7830188679245284,0.7578947368421053,0.8680926916221035,1650,0,3,0
0.7735849056603774,0.7551020408163265,0.8541889483065954,1700,0,3,0
0.7735849056603774,0.7647058823529411,0.859536541889483,1750,0,3,0
0.7924528301886793,0.7962962962962963,0.8474153297682709,1800,0,3,0
0.7641509433962265,0.7619047619047619,0.8545454545454546,1850,0,3,0
0.8018867924528302,0.7789473684210526,0.8545454545454545,1900,0,3,0
0.7924528301886793,0.7884615384615384,0.8506238859180035,1950,0,3,0
0.7547169811320755,0.7547169811320755,0.8502673796791445,2000,0,3,0
0.7830188679245284,0.7766990291262136,0.8506238859180036,2050,0,3,0
0.7830188679245284,0.7722772277227723,0.8484848484848484,2100,0,3,0
0.7735849056603774,0.7551020408163265,0.8445632798573975,2150,0,3,0
0.7830188679245284,0.7766990291262136,0.8606060606060607,2200,0,3,0
0.7547169811320755,0.7636363636363637,0.8484848484848484,2250,0,3,0
0.7641509433962265,0.7619047619047619,0.8413547237076647,2300,0,3,0
0.7735849056603774,0.7551020408163265,0.8427807486631016,2350,0,3,0
