Test ACC,Test F1,Test AUC,epoch,adj_parameter,repeat_idx
0.5188679245283019,0.6832298136645962,0.19429590017825307,0,2,0
0.5188679245283019,0.6792452830188679,0.7561497326203208,50,2,0
0.7264150943396226,0.768,0.8409982174688057,100,2,0
0.7830188679245284,0.8067226890756303,0.8748663101604278,150,2,0
0.7924528301886793,0.8,0.8759358288770053,200,2,0
0.8113207547169812,0.8113207547169812,0.8777183600713013,250,2,0
0.8113207547169812,0.8113207547169812,0.8837789661319072,300,2,0
0.8207547169811321,0.8347826086956521,0.8980392156862744,350,2,0
0.8113207547169812,0.8148148148148148,0.8966131907308378,400,2,0
0.8113207547169812,0.8181818181818182,0.8980392156862745,450,2,0
0.8018867924528302,0.8037383177570093,0.8894830659536542,500,2,0
0.7924528301886793,0.7884615384615384,0.8873440285204991,550,2,0
0.8018867924528302,0.8037383177570093,0.8966131907308378,600,2,0
0.8301886792452831,0.847457627118644,0.897326203208556,650,2,0
0.8113207547169812,0.8113207547169812,0.9026737967914439,700,2,0
0.8207547169811321,0.819047619047619,0.8912655971479501,750,2,0
0.7830188679245284,0.7889908256880734,0.8862745098039215,800,2,0
0.8018867924528302,0.7835051546391752,0.8830659536541888,850,2,0
0.8113207547169812,0.8305084745762712,0.8859180035650623,900,2,0
0.8018867924528302,0.8,0.8916221033868093,950,2,0
0.7735849056603774,0.7857142857142857,0.8887700534759357,1000,2,0
0.8113207547169812,0.7959183673469388,0.8898395721925133,1050,2,0
0.7830188679245284,0.7766990291262136,0.8959001782531194,1100,2,0
0.7735849056603774,0.7931034482758621,0.8898395721925133,1150,2,0
0.7830188679245284,0.7927927927927928,0.8819964349376114,1200,2,0
0.7735849056603774,0.7894736842105263,0.8934046345811051,1250,2,0
0.8207547169811321,0.8118811881188119,0.8941176470588235,1300,2,0
0.8113207547169812,0.8148148148148148,0.8819964349376114,1350,2,0
0.7735849056603774,0.7818181818181819,0.8866310160427808,1400,2,0
0.7830188679245284,0.7578947368421053,0.8680926916221033,1450,2,0
0.8207547169811321,0.8155339805825242,0.8819964349376114,1500,2,0
0.8018867924528302,0.7920792079207921,0.8880570409982175,1550,2,0
0.7924528301886793,0.8070175438596491,0.8762923351158645,1600,2,0
0.7924528301886793,0.8070175438596491,0.8841354723707664,1650,2,0
0.7924528301886793,0.8070175438596491,0.8891265597147949,1700,2,0
