Test ACC,Test F1,Test AUC,epoch,fold_idx,adj_parameter,repeat_idx
0.5283018867924528,0.16666666666666666,0.8360071301247771,0,0,4,0
0.7641509433962265,0.7706422018348624,0.8431372549019608,50,0,4,0
0.8018867924528302,0.8108108108108109,0.8588235294117647,100,0,4,0
0.7547169811320755,0.7903225806451613,0.8570409982174688,150,0,4,0
0.7830188679245284,0.7964601769911505,0.8577540106951872,200,0,4,0
0.7924528301886793,0.819672131147541,0.861675579322638,250,0,4,0
0.7924528301886793,0.7962962962962963,0.8688057040998217,300,0,4,0
0.8301886792452831,0.8269230769230769,0.8784313725490195,350,0,4,0
0.7547169811320755,0.7450980392156863,0.8684491978609626,400,0,4,0
0.7735849056603774,0.7692307692307693,0.8680926916221033,450,0,4,0
0.7924528301886793,0.8070175438596491,0.8609625668449198,500,0,4,0
0.7547169811320755,0.7291666666666666,0.86524064171123,550,0,4,0
0.7452830188679245,0.7476635514018691,0.8545454545454546,600,0,4,0
0.7452830188679245,0.7272727272727273,0.84777183600713,650,0,4,0
0.7641509433962265,0.7619047619047619,0.86524064171123,700,0,4,0
0.7452830188679245,0.7272727272727273,0.8474153297682709,750,0,4,0
0.7452830188679245,0.7032967032967034,0.8570409982174687,800,0,4,0
0.7830188679245284,0.7722772277227723,0.8773618538324421,850,0,4,0
0.7641509433962265,0.7572815533980582,0.8584670231729056,900,0,4,0
0.8018867924528302,0.7961165048543689,0.8513368983957219,950,0,4,0
0.7264150943396226,0.7070707070707071,0.855258467023173,1000,0,4,0
0.7452830188679245,0.7378640776699029,0.8491978609625669,1050,0,4,0
0.7358490566037735,0.7083333333333334,0.8338680926916221,1100,0,4,0
0.7641509433962265,0.7663551401869159,0.8385026737967913,1150,0,4,0
0.8018867924528302,0.8,0.8730837789661319,1200,0,4,0
0.7641509433962265,0.7474747474747475,0.8499108734402853,1250,0,4,0
0.7641509433962265,0.7524752475247525,0.8495543672014261,1300,0,4,0
0.7169811320754716,0.6875,0.8327985739750445,1350,0,4,0
0.7264150943396226,0.6881720430107527,0.8449197860962566,1400,0,4,0
0.7452830188679245,0.7272727272727273,0.8363636363636363,1450,0,4,0
0.7358490566037735,0.7083333333333334,0.8424242424242423,1500,0,4,0
0.7641509433962265,0.7311827956989247,0.8634581105169341,1550,0,4,0
0.7358490566037735,0.7142857142857143,0.8431372549019608,1600,0,4,0
0.7924528301886793,0.8035714285714286,0.8666666666666667,1650,0,4,0
0.7452830188679245,0.7272727272727273,0.8438502673796792,1700,0,4,0
0.7452830188679245,0.7522935779816514,0.8385026737967913,1750,0,4,0
0.7547169811320755,0.7450980392156863,0.8420677361853832,1800,0,4,0
0.7547169811320755,0.7450980392156863,0.8385026737967913,1850,0,4,0
0.7452830188679245,0.7272727272727273,0.8449197860962566,1900,0,4,0
0.7452830188679245,0.7216494845360825,0.8623885918003565,1950,0,4,0
0.7735849056603774,0.7966101694915254,0.8545454545454545,2000,0,4,0
0.7358490566037735,0.7254901960784313,0.8370766488413547,2050,0,4,0
0.7452830188679245,0.7567567567567568,0.8509803921568629,2100,0,4,0
0.7452830188679245,0.7326732673267327,0.8231729055258467,2150,0,4,0
0.7452830188679245,0.7378640776699029,0.8310160427807487,2200,0,4,0
0.7641509433962265,0.7524752475247525,0.8520499108734402,2250,0,4,0
0.7735849056603774,0.7818181818181819,0.8399286987522282,2300,0,4,0
0.7641509433962265,0.7422680412371134,0.8648841354723708,2350,0,4,0
0.7452830188679245,0.7272727272727273,0.8335115864527629,2400,0,4,0
0.7452830188679245,0.7326732673267327,0.825668449197861,2450,0,4,0
0.7264150943396226,0.7010309278350515,0.8167557932263815,2500,0,4,0
0.5188679245283019,0.0,0.21714285714285714,0,1,4,0
0.6320754716981132,0.6929133858267716,0.760357142857143,50,1,4,0
0.6415094339622641,0.6984126984126984,0.7871428571428573,100,1,4,0
0.6981132075471698,0.7288135593220338,0.8082142857142857,150,1,4,0
0.7264150943396226,0.7433628318584071,0.8214285714285714,200,1,4,0
0.7264150943396226,0.7478260869565218,0.8375,250,1,4,0
0.7075471698113207,0.7350427350427351,0.8267857142857142,300,1,4,0
0.7641509433962265,0.7524752475247525,0.8325,350,1,4,0
0.7264150943396226,0.7433628318584071,0.8399999999999999,400,1,4,0
0.7452830188679245,0.7428571428571429,0.845,450,1,4,0
0.7641509433962265,0.7747747747747747,0.8460714285714286,500,1,4,0
0.7264150943396226,0.7478260869565218,0.8467857142857143,550,1,4,0
0.7924528301886793,0.7843137254901961,0.8528571428571429,600,1,4,0
0.8113207547169812,0.7959183673469388,0.8492857142857142,650,1,4,0
0.7452830188679245,0.7567567567567568,0.8414285714285714,700,1,4,0
0.7547169811320755,0.7291666666666666,0.8432142857142857,750,1,4,0
0.7452830188679245,0.7428571428571429,0.8460714285714286,800,1,4,0
0.7735849056603774,0.7647058823529411,0.8485714285714285,850,1,4,0
0.7547169811320755,0.7291666666666666,0.8525,900,1,4,0
0.7735849056603774,0.7333333333333333,0.8446428571428571,950,1,4,0
0.7264150943396226,0.7387387387387387,0.8478571428571429,1000,1,4,0
0.7547169811320755,0.7592592592592593,0.8539285714285714,1050,1,4,0
0.7641509433962265,0.7422680412371134,0.8335714285714286,1100,1,4,0
0.7735849056603774,0.7647058823529411,0.8189285714285715,1150,1,4,0
0.7735849056603774,0.75,0.8503571428571428,1200,1,4,0
0.7641509433962265,0.7619047619047619,0.84,1250,1,4,0
0.8113207547169812,0.7959183673469388,0.8621428571428572,1300,1,4,0
0.7830188679245284,0.7722772277227723,0.85,1350,1,4,0
0.7830188679245284,0.7676767676767676,0.8414285714285714,1400,1,4,0
0.7547169811320755,0.723404255319149,0.8417857142857144,1450,1,4,0
0.7452830188679245,0.7378640776699029,0.8330357142857142,1500,1,4,0
0.7735849056603774,0.7272727272727273,0.8525,1550,1,4,0
0.7547169811320755,0.7291666666666666,0.8414285714285714,1600,1,4,0
0.7735849056603774,0.75,0.8532142857142857,1650,1,4,0
0.7641509433962265,0.7474747474747475,0.84,1700,1,4,0
0.7547169811320755,0.717391304347826,0.8360714285714286,1750,1,4,0
0.7924528301886793,0.7884615384615384,0.8589285714285715,1800,1,4,0
0.7547169811320755,0.7291666666666666,0.8403571428571428,1850,1,4,0
0.7264150943396226,0.6741573033707865,0.8289285714285713,1900,1,4,0
0.7452830188679245,0.7032967032967034,0.8214285714285714,1950,1,4,0
0.7735849056603774,0.7142857142857143,0.8478571428571429,2000,1,4,0
0.8207547169811321,0.8118811881188119,0.8653571428571428,2050,1,4,0
0.7452830188679245,0.6966292134831461,0.8378571428571429,2100,1,4,0
0.7641509433962265,0.691358024691358,0.8346428571428572,2150,1,4,0
0.8018867924528302,0.7920792079207921,0.8607142857142858,2200,1,4,0
0.7735849056603774,0.7551020408163265,0.8578571428571429,2250,1,4,0
0.7735849056603774,0.7735849056603774,0.8546428571428571,2300,1,4,0
0.7452830188679245,0.7096774193548387,0.845,2350,1,4,0
0.7641509433962265,0.7191011235955056,0.8742857142857143,2400,1,4,0
