Test ACC,Test F1,Test AUC,epoch,adj_parameter,repeat_idx
0.5188679245283019,0.6832298136645962,0.3151515151515151,0,8,0
0.5283018867924528,0.6875,0.8816399286987523,50,8,0
0.7264150943396226,0.7716535433070866,0.8673796791443851,100,8,0
0.7358490566037735,0.7741935483870968,0.8770053475935828,150,8,0
0.7169811320754716,0.7540983606557377,0.8641711229946524,200,8,0
0.7169811320754716,0.7727272727272727,0.8645276292335116,250,8,0
0.7641509433962265,0.7747747747747747,0.8677361853832442,300,8,0
0.7358490566037735,0.7704918032786885,0.8680926916221033,350,8,0
0.7547169811320755,0.7868852459016393,0.8727272727272728,400,8,0
0.7264150943396226,0.7521367521367521,0.8577540106951872,450,8,0
0.7358490566037735,0.7627118644067796,0.8670231729055259,500,8,0
0.7924528301886793,0.7659574468085106,0.867379679144385,550,8,0
0.8113207547169812,0.7916666666666666,0.8677361853832443,600,8,0
0.7452830188679245,0.773109243697479,0.857397504456328,650,8,0
0.7735849056603774,0.7735849056603774,0.8606060606060605,700,8,0
0.7547169811320755,0.7678571428571429,0.8538324420677361,750,8,0
0.7830188679245284,0.7889908256880734,0.8645276292335117,800,8,0
0.7075471698113207,0.6352941176470588,0.8609625668449198,850,8,0
0.7452830188679245,0.7652173913043478,0.859536541889483,900,8,0
0.7452830188679245,0.773109243697479,0.8452762923351159,950,8,0
0.8018867924528302,0.7961165048543689,0.8709447415329769,1000,8,0
0.7830188679245284,0.8034188034188035,0.861319073083779,1050,8,0
0.7830188679245284,0.7722772277227723,0.861319073083779,1100,8,0
0.7641509433962265,0.7787610619469026,0.8663101604278075,1150,8,0
0.7452830188679245,0.7652173913043478,0.8577540106951872,1200,8,0
0.8018867924528302,0.7835051546391752,0.8702317290552585,1250,8,0
0.7924528301886793,0.7884615384615384,0.8588235294117647,1300,8,0
0.7924528301886793,0.7924528301886793,0.8409982174688057,1350,8,0
0.7547169811320755,0.7678571428571429,0.863458110516934,1400,8,0
0.7735849056603774,0.7777777777777778,0.8716577540106951,1450,8,0
0.7547169811320755,0.7636363636363637,0.8481283422459893,1500,8,0
0.8018867924528302,0.8037383177570093,0.8545454545454545,1550,8,0
0.7830188679245284,0.7578947368421053,0.855258467023173,1600,8,0
0.6981132075471698,0.6190476190476191,0.8549019607843137,1650,8,0
0.7735849056603774,0.7857142857142857,0.8531194295900179,1700,8,0
0.7641509433962265,0.7368421052631579,0.8381461675579324,1750,8,0
0.8018867924528302,0.8037383177570093,0.8616755793226382,1800,8,0
0.7641509433962265,0.7524752475247525,0.8559714795008911,1850,8,0
0.7547169811320755,0.7719298245614035,0.8563279857397504,1900,8,0
0.7641509433962265,0.7787610619469026,0.8470588235294118,1950,8,0
0.7358490566037735,0.7021276595744681,0.829590017825312,2000,8,0
0.7169811320754716,0.6428571428571429,0.8641711229946524,2050,8,0
0.7169811320754716,0.7413793103448276,0.7868092691622103,2100,8,0
0.7358490566037735,0.7407407407407407,0.863458110516934,2150,8,0
0.7547169811320755,0.7833333333333333,0.859180035650624,2200,8,0
0.7830188679245284,0.8,0.8531194295900179,2250,8,0
0.7641509433962265,0.7747747747747747,0.8538324420677361,2300,8,0
0.7641509433962265,0.7863247863247863,0.8449197860962566,2350,8,0
0.7547169811320755,0.7758620689655172,0.8527629233511587,2400,8,0
0.7924528301886793,0.7924528301886793,0.8527629233511586,2450,8,0
0.7641509433962265,0.7933884297520661,0.8538324420677361,2500,8,0
0.5754716981132075,0.7058823529411765,0.7679144385026737,0,8,1
0.6886792452830188,0.7591240875912408,0.8121212121212121,50,8,1
0.7264150943396226,0.7716535433070866,0.8420677361853833,100,8,1
0.7264150943396226,0.7642276422764228,0.8648841354723708,150,8,1
0.7641509433962265,0.7899159663865546,0.8727272727272727,200,8,1
0.8113207547169812,0.8076923076923077,0.871301247771836,250,8,1
0.8018867924528302,0.7835051546391752,0.8716577540106952,300,8,1
0.7641509433962265,0.7933884297520661,0.8702317290552585,350,8,1
0.7735849056603774,0.8125,0.8716577540106952,400,8,1
0.7641509433962265,0.7899159663865546,0.8770053475935828,450,8,1
0.7547169811320755,0.7868852459016393,0.8713012477718359,500,8,1
0.7452830188679245,0.7428571428571429,0.8588235294117647,550,8,1
0.7547169811320755,0.7868852459016393,0.8613190730837791,600,8,1
0.7735849056603774,0.7692307692307693,0.8549019607843138,650,8,1
0.7547169811320755,0.7868852459016393,0.8680926916221033,700,8,1
0.8018867924528302,0.7920792079207921,0.8688057040998217,750,8,1
0.7547169811320755,0.7796610169491526,0.8680926916221033,800,8,1
0.7735849056603774,0.8032786885245902,0.8655971479500891,850,8,1
0.7452830188679245,0.6966292134831461,0.8638146167557933,900,8,1
0.7830188679245284,0.7850467289719626,0.8566844919786096,950,8,1
0.7735849056603774,0.8,0.8723707664884136,1000,8,1
0.7830188679245284,0.7676767676767676,0.8627450980392156,1050,8,1
0.7452830188679245,0.7768595041322314,0.8399286987522281,1100,8,1
0.8018867924528302,0.7920792079207921,0.8602495543672014,1150,8,1
0.7735849056603774,0.7333333333333333,0.8602495543672014,1200,8,1
0.7358490566037735,0.7704918032786885,0.8620320855614974,1250,8,1
0.7924528301886793,0.78,0.8563279857397504,1300,8,1
0.7358490566037735,0.7666666666666667,0.8598930481283423,1350,8,1
0.7264150943396226,0.6666666666666666,0.8495543672014261,1400,8,1
0.7735849056603774,0.7551020408163265,0.8413547237076648,1450,8,1
0.8018867924528302,0.7878787878787878,0.8663101604278075,1500,8,1
0.7358490566037735,0.7666666666666667,0.8627450980392156,1550,8,1
0.7830188679245284,0.7964601769911505,0.8623885918003565,1600,8,1
0.8018867924528302,0.8073394495412844,0.8737967914438503,1650,8,1
0.7830188679245284,0.7850467289719626,0.8581105169340464,1700,8,1
0.8018867924528302,0.8173913043478261,0.8623885918003565,1750,8,1
0.7452830188679245,0.7610619469026548,0.8395721925133689,1800,8,1
0.7830188679245284,0.7526881720430108,0.8648841354723708,1850,8,1
0.7924528301886793,0.8070175438596491,0.8616755793226382,1900,8,1
0.7169811320754716,0.6666666666666666,0.8224598930481284,1950,8,1
0.7830188679245284,0.7766990291262136,0.8588235294117648,2000,8,1
0.7830188679245284,0.8034188034188035,0.8513368983957219,2050,8,1
0.7641509433962265,0.7787610619469026,0.841711229946524,2100,8,1
0.7452830188679245,0.773109243697479,0.835650623885918,2150,8,1
0.8113207547169812,0.8113207547169812,0.8577540106951872,2200,8,1
0.7452830188679245,0.7768595041322314,0.8260249554367202,2250,8,1
0.7735849056603774,0.7894736842105263,0.8381461675579324,2300,8,1
